Researcher,Title,Institution,Year,Length,Per_annum_budget,Field,Keywords
??? ?????,???? ?????? ?????????? ?????? ?????? ?? ??????? ???????? ???? ???? ???????? ??????????? ???????? ????: ??????? ????????? ?????????????,Haifa University,2016,3,217000,Ecology,"birds, nectar, secondary compounds, BIRDS, SUNBIRDS, birds, birds, gut microbiome, floral nectar, bird nutrition, aves, nectarivores, nectarivorous birds, secondary metablites, hummingbirds"
??? ?????,???? ?????? ???? ??????? ???? ?????: ?????? ?? ?????? ???????? ????? ??????? ????? ?????? ?????? ??? ??? ???????,Haifa University,2012,4,232500,Ecology,"Microbial ecology, climatic gradient, bacterial diversity, Bacterial community composition, floral nectar, environmental heterogeneity, sptial scale, dipsersal, nectar chemistry, 16S rRNA gene"
??? ?????,?????? ?? ????????? ???????? ???? ????? ??????  ???? ??????? ??? ????? ????????????????,Haifa University,2008,4,185000,Ecology,"nectar, secondary metabolites, pollination, microorganisms, plant-animal interactions"
??? ?????,?????? ???????? ?? ??????? ???????? ???? ???? ??? ???? (Nicotiana glauca),Haifa University,2003,4,180000,Ecology, 
??? ???,?????? ?????? ?? ???????? ???? NMDA ?''? ??????,Hebrew University,2005,4,242000,Neurobiology,"dopamine, trafficking, Fyn, tyrosine phosphorylation, cocaine, NMDA receptor, VTA"
??? ???,???????? ?????????? ???????? ?? ????? ?????? ????????? ?????? ???????? ???? ????? ???????,Hebrew University,2010,4,273000,Neurobiology,"NMDA receptors, synaptic plasticity, ltp, addiction, mapk pathway, cocaine, mesolimbic system, Nucleus Accumbens (NAc), Ventral Tegmental Area (VTA), Psychomotor sensitization"
??? ???,????? ?????????? ?? ????? ????????? ?????? ? - VTA ?????? ????? ?????? ?? ??????,Hebrew University,2016,5,326000,Neurobiology,"GABA, dopamine, optogenetics, reward, addiction, nucleus accumbens, self administration, cocaine, aversion, NAc, VTA, lateral hebenulla, patch clamp slice electrophysiology, CPP, RMTg"
?? ????,????? ????? ??????? ???????? (??????????) ??????????? ???????? ????? ????? ????? ????? ???????,Weizmann Institute,2017,5,345000,Ecology,"Carbonyl sulfide, COS, Gross primary productivity, GPP, semi-arid ecosystem, chlorophyll fluorescence, OCS, eddy covariance fluxes"
?? ????,????? ??????? ??????????? ???????? ????? ????? COS/CO2 ???? ??????????,Weizmann Institute,2012,4,271500,Ecology,"Carbonyl sulfide, COS, gross photosynthesis, CO2 exchange, Net photosynthesis, Net ecosystem CO2 exchange, NEE, Gross primary productivity, GPP, ecosystem fluxes"
?? ????,????? COS ????? ??????? ????? CO2 ?????: ???? ??????? ?????????,Weizmann Institute,2008,4,175000,Ecology,"Carbonyl sulfide, COS, oxygen-18, leaf gas exchange, leaf CO2  
exchange, gross photosynthesis, carbonic anhydrase, biosphere- 
atmosphere CO2 exchange."
???? ????,???? ?????? ?? ??????? ?????? ?????,Weizmann Institute,2005,4,198000,Biochemistry,"growth factors, oncogenes, signal transduction, receptor"
???? ????,????? ?????????? ?????? ?? ????? ????,Weizmann Institute,2015,5,359000,Medicine - Cancer & Oncology,"cancer therapy, EGFR, signal transduction, monoclonal antibody, tumor progression, tyrosine kinase, RTK, HER2, growth factor"
???? ????,??????????? ?????? ????? ???? ???? ?????? ???????,Weizmann Institute,2020,5,280000,Signal Transduction,"resistance, Lung cancer, mutation, immunotherapy, EGFR signaling"
???? ????,??????? ???????? - ????? ????? ??????? ???????,Hebrew University,2019,4,260000,Microbiology,"fungi, coral"
???? ????,??????? ???????? - ????? ????? ??????? ???????,Hebrew University,2019,4,38000,Microbiology,"fungi, coral"
???? ????,???? ??? ?????? COT1 ???? ????? ????? ??????? ?????? Neuropsora crassa,Hebrew University,2004,4,132000,Microbiology,"PKA, MAP kinase, hyphal growth, environmental sensing, COT1"
???? ????,???? ??? ????? ?? COT1 ??????? ????? ?-Neurospora crassa,Hebrew University,2009,4,253000,Plant Science,"fungal cell wall, cot-1, Neurospora crassa, hyphal elongation, hyphal branching, hyphal development"
???? ????,???? ????? ??????? ??????? ???? ??? ?????? ?? ''?????'' ?????-??????,Hebrew University,2006,4,225000,Neurobiology,"Cerebellum, STDP, ltp, Learning rules, Uncaging, in-vitro slice, compartmental model, LTD, Pyramidal cell, Purkinje cell"
???? ????,???????? ???????? ?? ???? ?????? ?????? ?-Inferior Olive,Hebrew University,2010,4,214000,Neurobiology,"electrophysiology, imaging, Cerebellum, inferior olive, subthreshold oscillations, deep cerebellar nuclei, electrotonic coupling, voltage oscillations"
???? ????,????? ??????????? ?? ?????? ????????,Hebrew University,2016,4,300000,Neurobiology,"electrophysiology, Cerebellum, inferior olive, electrical coupling, compartmental models, voltage sensitive dye, optogenetic"
????? ????,???? ????? ??????? ????? ???????? ??? ???? ??????? ??? ?????? ?????????? ???????????,Weizmann Institute,2021,5,270000,Developmental Biology,"mitophagy, Apoptosis, neurotrophins, axonal pruning, siah3 "
????? ????,????? ?? ??? ????????? ???? 3 ???? ??? ????????,Weizmann Institute,2009,4,195000,Neurobiology,"signaling, Signaling, Signaling, signaling, axon guidance, semaphorins"
????? ????,???????? ??????? ?? ????? ??????? ???? ???????,Weizmann Institute,2014,5,270000,Neurobiology,"Axon pruning, NGF, KIF2A"
???? ????,??????? ??????? ?? Salmonella Typhimurium ???????? ?????????,Technion,2011,4,195000,Ecology,"resistance, Salmonella, biofilm, antimicrobials"
???? ????,Salmonella Enterica Serotype Vircho: ????? ???????? ???????????? ?? ?????? ?????,Technion,2004,4,255000,Microbiology,"epidemiology, Salmonella, antibiotic resistance, food microbiology, Emerging pathogen, 
molecular typing"
????? ?????,?????? ?? ?????? ????????? ?????????,Hebrew University,2003,4,246000,Genetics, 
??? ???????,????? ?????? ???? ???????? ?? ???? ???????: ??? ?????? ???????? ???? ???? ?? ????? ?????? ???? ???????? ??? ??????,Technion,2008,4,105000,Medicine - Neurological & Psychiatry,endogenous analgesia DNIC temporal summation pain thoracotomy duloxetine
??? ???????,????? ???????????? ?? ???????? ???? ??????? ????????: ????? ?????? ?????? ?????? ??? ???????? ??? ??????,Technion,2005,3,273000,Medicine - clinical,"pain psychophysics, temporal summation, DNIC, post operative pain, thoracotomy"
??? ???????,????? ???????? ???? ????- ?????-???????????: ????? ?????? ????? ?? ??? ??? ??????,Rambam Health Care Centre,2015,4,255000,Medicine - Neurological & Psychiatry,"post operative pain, pain modulation profile, pro-nociception, anti-nociception, duloxetine"
???? ??????,?????? ?????? ?????? VICKZ ?????? ????? ??????? ??????? ???????,Hebrew University,2016,3,272000,Medicine - Cancer & Oncology,"RNA binding proteins, IGF2BPs"
???? ??????,?????? ?????? VICKZ ??? ???? ??????? ??????? ??????? ????? ??????,Hebrew University,2019,5,290000,Medicine - Cancer & Oncology,"RNA binding proteins, IGF2BPs, KRAS, high throughput screening, fluorescence polarization"
???? ??????,?????? ?????? ?? ?????? ?-VICKZ ???? colorectal carcinoma,Hebrew University,2003,4,242000,Cell Biology, 
???? ??????,?????? VICKZ ?-colorectal carcinoma ????????? ????????? ??????? ???????,Hebrew University,2007,4,249000,Cell Biology,"immunotherapy, rna localization, actin cytoskeleton, cell motility, RNA binding, colorectal carcinoma"
???? ??????,"???? ?????? ?? ?????? ?????? ?????? ?? ??? ???? ??????? ?""? ?????? VICKZ",Hebrew University,2011,4,273000,Cell Biology,"cell motility, ZBP1, Igf2bp, aptamer-mediated delivery, IMP, intracellular RNA localization"
?????? ????????,????? ?????? ?? ??? ???? ??????? ????? SOD1 ???????? ???? ALS,Ben Gurion University,2014,5,250000,Medicine - Neurological & Psychiatry,"neurodegeneration, microglia, astrocytes, neuroinflammation, mutant sod1, misfolded sod1"
?????? ????????,?????? ?? ????? MIF ???? ???? ??????? ???? ???? ALS,Ben Gurion University,2019,5,290000,Medicine - Neurological & Psychiatry,"neurodegeneration, ALS, MIF, misfolded proteins, neurodegenerative diseases, mutant sod1, misfolded sod1"
???? ?????,"????? ??????? ??? ????? ?????? ??????? ???? ?? ?????? ?????? ???? ?????, ????? ??????? ????????????? ?????? ????? ????",Bar Ilan University,2018,5,290000,Immunology,"Regulatory T-cells, enteric nervous system , gut microbiota, Immunology, gut organ culture system, intestinal neuro-immune-microbiota interactions, T-helper 17 cells, early life immunology."
???? ???,????? ?????? ???????? ????? ????? ???????? ????????? ??????? ?????,Hebrew University,2016,3,272000,Cell Biology,"proteostasis, Insulin/IGF1 signaling, Caveolae, Lifespan"
???? ???,????? ?????? ?????? ??? ???????? ????? ?? ??? ????? ????? ?????? ????????????,Hebrew University,2021,4,300000,Cell Biology,"Aging, proteostasis, Proteotoxicity, inter-tissue communication, Insulin/IGF signaling"
???? ???,"????? ?????? ?????? ?????? NHL-TRIM ????? ????? ?????, ?????? ????? ??? ????? ???? ???????? ??????? ?????",Hebrew University,2011,4,253500,Bio-Med-Neurodegeneration,"neurodegeneration, Aging, e3 ubiquitin ligase, Stress resistance, Proteotoxicity, Insulin/IGF signaling, NHL-TRIM proteins"
?'??? ???,??? ????? ??????? ?? ?????? NrdR ????? ATP ????? ?? ????? ????? ???????? ?????? ????????????? ?????? ??????? ????????????,Tel Aviv University,2004,4,211000,Microbiology, 
??? ???,???????? ?????? ????????? ???????? ??????????? ???????? ?? ????? ????? ?????? ???????????,Bar Ilan University,2006,4,225000,Neurobiology,"electrophysiology, Learning, Learning, learning, Learning, Multielectrode arrays"
??? ???,????? ???? ????????? ???? ????? ?????? ?? ?????,Bar Ilan University,2016,4,272000,Neurobiology,"electrophysiology, rat, animal behavior, rodents, population activity, mouse, data analysis, striatum, extracellular recording"
????? ???,????? ???-??????? ?????? ??????? ????? ????? ?????,Hebrew University,2005,4,277000,Biomedical Engineering,"Tissue engineering, nano-particles, drug delivery"
???? ???,?????? ?????? ??????? ????-?????? ????? ?????? ?? ?????? - ??? ????? ????? ??????,Ben Gurion University,2003,3,189000,Medicine - basic research, 
???? ???,???? ????? ????? ?????? ??? ???????? SIRT1 ?PARP1.,Bar Ilan University,2006,4,247500,Cell Biology,"PARP1, SIRT1, acetylation"
???? ???,????? sirt6 ????? ??????? ?????? ?????? ???,Bar Ilan University,2013,3,282000,Medicine - Metabolic and Endocrine Systems,"metabolism, Aging, SIRT6, adipose tissue"
???? ???,???? ?????? ?? SIRT6 ????? ??? ????? ???? ??? PPARalpha,Bar Ilan University,2016,5,390000,Medicine - Metabolic and Endocrine Systems,"metabolism, SIRT6, PPARalpha, Beta oxidation"
???? ???,????? ????????? ?? Lamin A ?? ??? SIRT6 ???????? ,Bar Ilan University,2021,5,300000,Biochemistry,"Aging, SIRT6, acetylation, Lamin A/C"
???? ???,????? ????? ??????? ????? ?-q ???? ????? ?? ?????? ????? ?????? ??? ???? ???? ????? ?? ?????? ???????,Tel Aviv University,2003,4,238000,Medicine - basic research, 
????? ???,??????? ????? ???????? ?? ??????? ?????? ???? ???????? ?? ????,Haifa University,2017,4,300000,Neurobiology,"parental care, synaptic plasticity, Dendritic spines, Auditory cortex"
????? ???,???????? ?? ?????? ??????? ????? ?? ??? ???? ?? ?????? ???????? ??? ????,Bar Ilan University,2015,5,250000,Immunology,"immunotherapy, tgf-beta, tumor immunology, T-cell engineering"
????? ???,????? ????? ??????? ?? ??? T ???? ???? ?? ?????? ??????? ?????,Bar Ilan University,2020,5,270000,Immunology,"T-cells, immunotherapy, immunometabolism, car t cells, TCR-gene transfer"
????? ???,????? ?????? ?????-?????? ??????? ?????????? T ????????? ????? ???? ?? ???????? ???-??????????? 4-1BB,Bar Ilan University,2008,4,157000,Immunology,"immunotherapy, tumor immunology, 4-1BB (CD137), gene-therapy"
????? ???,"????? ?????? ?????-?????? ?? ??? T ?""? ????? ???? ?? ??-????????? ?????? ??????? ?""? ??????? ??????",Bar Ilan University,2012,3,193500,Immunology,"T-cells, Adoptive cell transfer, chimeric receptors, PD1, Tim3"
???? ???,???????? ?? ???????? ??? ?? ??? ????????? ????? ????????????? ?????? ???? ???? ???,Ben Gurion University,2012,4,252000,Medicine - Biomedical Engineering,"Apoptosis,  apoptosis, myocardial infarction, PS-liposomes, Pro-inflammatory and Reparative Macrophages"
???? ???,??????? ?? ???? ?? ???? ???? ??-??? ????? ??????? ????? ?????? ??????? ???????? ?? ????????? ????????? ??????????,Ben Gurion University,2008,4,210000,Medicine - Blood & Respiratory Systems,"Biomaterials, Biomaterials, controlled release, Cardiac regeneration, Reparative processes, Regulatory molecules, Myocardial infarction."
???? ???,????? ???? ?? - ????? ??????? ????? ????? ????-?????? ????? ??,Ben Gurion University,2004,4,264000,Biomedical Engineering, 
???? ???,??????? ????? ????? ??? ??????? ????????? ?-P63 ???????? ?????????,Ben Gurion University,2021,4,300000,Developmental Biology,"development, Epigenetics, Skin, epidermis, p63, polycomb, Ectoderm"
??? ???,???? ??????? ???? ????? ???? ???????? ?????? ???,Emek Izrael College,2017,5,276000,Medicine - Blood & Respiratory Systems,"smoking cessation, Smoking, sleep disorders, addiction, sleep quality, insomnia, Actigraph, polysomnographic (PSG), Pittsburgh Sleep Quality Index (PSQI), Chronic Obstructive Pulmonary Disease (COPD)"
????? ???,????? ?????????????? ?? ??? ?????? Schizosaccharomyces pombe,Hebrew University,2004,4,242000,Genetics,"Epigenetics, fission yeast, heterochromatin, histone modifications, epe1, Swi6/HP1, Silencing."
??? ???,??????? ????? ??????? ?????? ??? ??????? ?? ????? ?????? ?????? ?????? ?? ???? ??? ???? ????? ????,Hebrew University,2004,4,132000,Medicine - basic research,"oxidative stress, Oxidative stress, oxidative stress, redox potential, Glutathione, low molecular weight antioxidants, reducing power, ascorbic acid, total antioxidant capacity, stretch injury"
??? ???,???? ?????? ?????? ?? ????? ?????? ???????? ?????? ??????????? ?????? ????? ????????? ????,Hebrew University,2008,4,182000,Medicine - Metabolic and Endocrine Systems,"polyphenols, food oxidation, postprandial oxidative damage, natural occurring antioxidants, gastrointestinal protection, reactive carbonyls, LDL oxidation"
???? ???,????? ????? ???????? plakoglobin ????????????? ????? Trim32 ?????? ????? ?? ?????? ???? ????? ???????,Technion,2015,3,200000,Cell Biology,"muscle atrophy, protein degradation, myofibrils, Ubiquitin proteasome system, Ubiquitin ligases, desmin disassembly."
???? ???,????? ?????? ????? ????? ????? ?? ???????? ???? ????? ??????? ?? ???? ,Technion,2019,5,300000,Cell Biology,"Proteasome, Ubiquitin, muscle atrophy, protein degradation, pax4, nrf1, foxo3, murf1, atrogin1, myofibrils"
???? ???,DNA ????? ??? ?????????? ?????????? ????????,Tel Aviv University,2002,3,0,Molecular Biology, 
???? ????,"???????-???????? ??????????, ???? ?????? ????????",Weizmann Institute,2002,4,0,Cell Biology, 
???? ????,"????-???????, ??????? ??? ?? ????????? ?????????? ??? ????? ????, ????? ??????? ?????? ??????.",Weizmann Institute,2007,4,224000,Cell Biology,"polyamines, ornithine decarboxylase, antizyme inhibitor"
???? ????,"????? ????? ???????????? ?????? ?????? ??????????, ???????? ?????? ????? ??????",Weizmann Institute,2015,4,350000,Cell Biology,"polyamines, ornithine decarboxylase, cell proliferation"
???? ????,???? ????? ??????? ?? ??? ???????????,Weizmann Institute,2011,4,292500,Cell Biology,"polyamines, translation, eIF2alfa, eIF5A"
???? ???-???????,????? ?????? ?????? ????? ???? ?????? ??????? ??????? ??????-??????: ????? ????? ?? ???? ??????,Tel Aviv University,2014 ???????,,111000,Medicine - Neurological & Psychiatry,"social isolation, RCT, loneliness, older persons"
???? ???-???????,????? ?????? ???????? ?? ????????? ????????? ??? ????? ?????? ??????? ???????,Tel Aviv University,2007,3,155000,Medicine - Neurological & Psychiatry,"Alzheimer’s disease, dementia, Psychosis, Delusions, Hallucinations, psychosocial interventions, nonpharmacological interventions"
???? ???-?????,?????? ?????? ?? PARP-1 ??-??? ERK2 ????????? ?????? ?????? ????-????,Tel Aviv University,2004,3,132000,Neurobiology, 
???? ????? ??-??,????? ???? ?? ???? ????????? ????????? ??????? ??????,Hebrew University,2010,3,253000,Molecular Biology,"genetics, candidate genes., Arabian horse, Heritable disease, Whole genome associated study"
